LEGACY_TAX_CATEGORY	APPLICATION	TAX_CATEGORY	TAX_CATEGORY_TXT_GBL	TAX_CATEGORY_TXT_LCL	DI_TIMESTAMP										
MWR1	TX	MWR1	Sales Tax Credit(RU)	USt Haben (RU)	2017.07.06 08:56:49										
MWR2	TX	MWR2	Sales Tax Debit Rev	USt Soll Erl. (RU)	2017.07.06 08:56:49										
MWR3	TX	MWR3	Sales Tax Credit Rev	USt Haben Erl. (RU)	2017.07.06 08:56:49										
MWR4	TX	MWR4	Local SalesTax Cred.	Lokal USt Haben	2017.07.06 08:56:49										
MWR5	TX	MWR5	Local Debit Rev.(RU)	Lokal Soll Erl.(RU)	2017.07.06 08:56:49										
MWR6	TX	MWR6	Local Credit Rev.	Lokal Haben Erl.	2017.07.06 08:56:49										
MWRK	TX	MWRK	Travel Expenses (%)	Reisekosten (%)	2017.07.06 08:56:49										
MWS1	TX	MWS1	Subtotal	Zwischensumme	2017.07.06 08:56:49										
MWSI	TX	MWSI	Tax self invoice		2017.07.06 08:56:49										
MWVI	TX	MWVI	Input Tax Round.up	Vorsteuer-Aufrundung	2017.07.06 08:56:49										
MWVN	TX	MWVN	Non-deduct.Input Tax	Ni. abzugsf. Vorst.	2017.07.06 08:56:49										
MWVO	TX	MWVO	Input tax Offset		2017.07.06 08:56:49										
MWVR	TX	MWVR	Round Off Input Tax	Vorsteuer-Abrundung	2017.07.06 08:56:49										
MWVS	TX	MWVS	Input tax	Vorsteuer	2017.07.06 08:56:49										
MWVY	TX	MWVY	Non-deduct.Input Tax	Vorst. n. abz. n. zu	2017.07.06 08:56:49										
MWVZ	TX	MWVZ	Non-deduct.Input Tax	Vorst. n. abz. n. zu	2017.07.06 08:56:49										
MWWS	TX	MWWS	Simplif. Tax Output	Vereinf.St.-Ausgang	2017.07.06 08:56:49										
MWZB	TX	MWZB	Invst.Tax Norw.Basis	Basis InvesSt. Norw.	2017.07.06 08:56:49										
MWZG	TX	MWZG	Offsett.Item-Inv.Tax	Gegenpos.InvestSteu.	2017.07.06 08:56:49										
MWZI	TX	MWZI	Non-ded.InputTax -RU	Vorst.n.abz.zuo.-Auf	2017.07.06 08:56:49										
MWZS	TX	MWZS	Simplif. Tax Input	Vereinf. Steuereing.	2017.07.06 08:56:49										
MWZU	TX	MWZU	Investment Tax Norw.	Investitionsst.Norw.	2017.07.06 08:56:49										
NLAI	TX	NLAI	Acqu.Tax Outgoing-RU	Erwerbst.Ausgang-Auf	2017.07.06 08:56:49										
NLNA	TX	NLNA	Non-ded  Acqu. Tax	Nicht abz. Erwerbst.	2017.07.06 08:56:49										
NLVI	TX	NLVI	Acqu.Tax Inc.- Ro.up	Erwerbsteuer Aufs.	2017.07.06 08:56:49										
NLXA	TX	NLXA	Acquisition Tax Cred	Erwerbsteuer Haben	2017.07.06 08:56:49										
NLXN	TX	NLXN	Non-ded. Acqu. Tax	Nicht abz. Erwerbst.	2017.07.06 08:56:49										
NLXV	TX	NLXV	Acquisition Tax Deb.	Erwerbsteuer Soll	2017.07.06 08:56:49										
NZE1	TX	NZE1	NZ Entertain-GST inv	NZ Vergnüg.-GST inv	2017.07.06 08:56:49										
NZE2	TX	NZE2	NZ Entertainment Tax	NZ Vergnügungssteuer	2017.07.06 08:56:49										
OZ01	TX	OZ01	Output Tax - Austr.	Ausgangssteuer - AU	2017.07.06 08:56:49										
OZ10	TX	OZ10	Input Tax - Austr.	Vorsteuer - AU	2017.07.06 08:56:49										
OZ11	TX	OZ11	Input Tax - Suspense	Vorsteuer - ZwKonto	2017.07.06 08:56:49										
OZ12	TX	OZ12	Input Tax - Non Ded.	Vorst. - nicht abz.	2017.07.06 08:56:49										
OZ13	TX	OZ13	Input Apport.Non-rec	VSt.quot.nicht weit.	2017.07.06 08:56:49										
PST	TX	PST	A/P PST & QST	KR PST & QST	2017.07.06 08:56:49										
PST1	TX	PST1	A/R PST & QST	DE PST & QST	2017.07.06 08:56:49										
PTI1	TX	PTI1	A/P PST Distributed	KR PST verteilt	2017.07.06 08:56:49										
PTI2	TX	PTI2	A/P PST Separate GL	KR PST Separates HB	2017.07.06 08:56:49										
PTI3	TX	PTI3	A/P PST Separate GL	A/P PST seperate GL	2017.07.06 08:56:49										
PTI4	TX	PTI4	A/P PST Sep. B+GST	KR PST Sep. B+GST	2017.07.06 08:56:49										
PTU1	TX	PTU1	A/P Usage	KR Verwendung	2017.07.06 08:56:49										
PTU2	TX	PTU2	A/P Usage B+GST	KR Verwendung B+GST	2017.07.06 08:56:49										
XP1E	TX	XP1E	A/P Sales Tax 1 Exp.	KR Umsatzst. 1 Befr.	2017.07.06 08:56:49										
XP1I	TX	XP1I	A/P Sales Tax 1 Inv.	KR Umsatzst. 1 Best.	2017.07.06 08:56:49										
XP1U	TX	XP1U	A/P Sales Tax 1 Use	KR Umsatzst. 1 Verw.	2017.07.06 08:56:49										
XP2E	TX	XP2E	A/P Sales Tax 2 Exp.	KR Umsatzst. 2 Befr.	2017.07.06 08:56:49										
XP2I	TX	XP2I	A/P Sales Tax 2 Inv.	KR Umsatzst. 2 Best.	2017.07.06 08:56:49										
XP2U	TX	XP2U	A/P Sales Tax 2 Use	KR Umsatzst. 2 Verw.	2017.07.06 08:56:49										
XP3E	TX	XP3E	A/P Sales Tax 3 Exp.	KR Umsatzst. 3 Befr.	2017.07.06 08:56:49										
XP3I	TX	XP3I	A/P Sales Tax 3 Inv.	KR Umsatzst. 3 Best.	2017.07.06 08:56:49										
XP3U	TX	XP3U	A/P Sales Tax 3 Use	KR Umsatzst. 3 Verw.	2017.07.06 08:56:49										
XP4E	TX	XP4E	A/P Sales Tax 4 Exp.	KR Umsatzst. 4 Befr.	2017.07.06 08:56:49										
XP4I	TX	XP4I	A/P Sales Tax 4 Inv.	KR Umsatzst. 4 Best.	2017.07.06 08:56:49										
XP4U	TX	XP4U	A/P Sales Tax 4 Use	KR Umsatzst. 4 Verw.	2017.07.06 08:56:49										
XP5E	TX	XP5E	A/P Sales Tax 5 Exp	KR Umsatzst. 5 Befr.	2017.07.06 08:56:49										
XP5I	TX	XP5I	A/P Sales Tax 5 Inv.	KR Umsatzst. 5 Best.	2017.07.06 08:56:49										
XP5U	TX	XP5U	A/P Sales Tax 5 Use	KR Umsatzst. 5 Verw.	2017.07.06 08:56:49										
XP6E	TX	XP6E	A/P Sales Tax 6 Exp	KR Umsatzst. 6 Befr.	2017.07.06 08:56:49										
XP6I	TX	XP6I	A/P Sales Tax 6 Inv.	KR Umsatzst. 6 Best.	2017.07.06 08:56:49										
XP6U	TX	XP6U	A/P Sales Tax 6 Use	KR Umsatzst. 6 Verw.	2017.07.06 08:56:49										
XR1	TX	XR1	A/R Sales Tax 1	DE Umsatzsteuer 1	2017.07.06 08:56:49										
XR2	TX	XR2	A/R Sales Tax 2	DE Umsatzsteuer 2	2017.07.06 08:56:49										
XR3	TX	XR3	A/R Sales Tax 3	DE Umsatzsteuer 3	2017.07.06 08:56:49										
XR4	TX	XR4	A/R Sales Tax 4	DE Umsatzsteuer 4	2017.07.06 08:56:49										
XR5	TX	XR5	A/R Sales Tax 5	DE Umsatzsteuer 5	2017.07.06 08:56:49										
XR6	TX	XR6	A/R Sales Tax 6	DE Umsatzsteuer 6	2017.07.06 08:56:49										
XWVS	TX	XWVS	Input Tax	Vorsteuer	2017.07.06 08:56:49										
ZLUX	TX	ZLUX			2017.07.06 08:56:49										
ZTRA	TX	ZTRA	SalesTaxWithholding	USt.-Einbehalt	2017.07.06 08:56:49										
AS01	V	AS01	Tax trigger	Steuerauslöser	2017.07.06 08:56:49										
D100	V	D100	100% discount	100%-Abschlag	2017.07.06 08:56:49										
DC01	V	DC01	Division / Customer	Sparte/Kunde	2017.07.06 08:56:49										
DCD1	V	DCD1	Cash Discount Gross	Skonto brutto	2017.07.06 08:56:49										
DCD2	V	DCD2	Cash Discount Net	Skonto netto	2017.07.06 08:56:49										
DCM1	V	DCM1	Customer/Material	Kunde/Material	2017.07.06 08:56:49										
DCM2	V	DCM2	Customer/Material 2	Kunde/Material 2	2017.07.06 08:56:49										
DM01	V	DM01	Material	Material	2017.07.06 08:56:49										
DPD0	V	DPD0	Price Difference	Preisdifferenz	2017.07.06 08:56:49										
DPG1	V	DPG1	Cust. Grp / Material	Kundengr./Material	2017.07.06 08:56:49										
DPG2	V	DPG2	Customer Price Group	Kundenpreisgruppe	2017.07.06 08:56:49										
DPG3	V	DPG3	Material Price Group	Materialpreisgruppe	2017.07.06 08:56:49										
DPG4	V	DPG4	Customer/Mat.Pr.Grp	Kunde/MatPreisgruppe	2017.07.06 08:56:49										
DPG5	V	DPG5	Cust. Grp/Mat.Pr.Grp	Kundengr./MatPrGr.	2017.07.06 08:56:49										
DRD1	V	DRD1	Rounding Off	Runden	2017.07.06 08:56:49										
DRE1	V	DRE1	Refund Deduction	Rückerstattungsabzug	2017.07.06 08:56:49										
DRG1	V	DRG1	% Gross Amount 1	% Bruttobetrag 1	2017.07.06 08:56:49										
DRN1	V	DRN1	% Net Amount 1	% Nettobetrag 1	2017.07.06 08:56:49										
DRQ1	V	DRQ1	+/- as to Quantity 1	+/- bzgl. Menge 1	2017.07.06 08:56:49										
DRV1	V	DRV1	Fixed Amount 1	Festbetrag 1	2017.07.06 08:56:49										
DRW1	V	DRW1	+/- as to Grss Wght1	+/- bzgl. Bruttogew1	2017.07.06 08:56:49										
GRWR	V	GRWR	Statistical value	Grenzübergangswert	2017.07.06 08:56:49										
JR1	V	JR1	Tax Jur Code Level 1	SteuerStandCde St. 1	2017.07.06 08:56:49										
JR2	V	JR2	Tax Jur Code Level 2	SteuerStandCde St. 2	2017.07.06 08:56:49										
JR3	V	JR3	Tax Jur Code Level 3	SteuerStandCde St. 3	2017.07.06 08:56:49										
JR4	V	JR4	Tax Jur Code Level 4	SteuerStandCde St. 4	2017.07.06 08:56:49										
MWAS	V	MWAS	Output Tax		2017.07.06 08:56:49										
PC02	V	PC02	Calculated costs		2017.07.06 08:56:49										
PCIP	V	PCIP	Internal Price	Interner Preis	2017.07.06 08:56:49										
PCO1	V	PCO1	Actual Costs	Istkosten	2017.07.06 08:56:49										
PCP0	V	PCP0	Project Price	Projektpreis	2017.07.06 08:56:49										
PMP0	V	PMP0	Manual Price	Manueller Preis	2017.07.06 08:56:49										
PNG1	V	PNG1	Item Value	Positionswert	2017.07.06 08:56:49										
PNP0	V	PNP0	Net Price	Nettopreis	2017.07.06 08:56:49										
PPR0	V	PPR0	Price	Preis	2017.07.06 08:56:49										
PSP0	V	PSP0	Service Price	Servicepreis	2017.07.06 08:56:49										
PVA0	V	PVA0	Variant Price		2017.07.06 08:56:49										
PVA1	V	PVA1	Variant Price		2017.07.06 08:56:49										
REA1	V	REA1	Rebate Accruals	Bonusrückstellungen	2017.07.06 08:56:49										
REA2	V	REA2	Rebate Accruals Rev	BonusrückstellAuflös	2017.07.06 08:56:49										
REA5	V	REA5	Rebate AccrualsSettl	BonusrückstAbrechn.	2017.07.06 08:56:49										
REBV	V	REBV	Rebate Business Vol.	Bonusfähiger Umsatz	2017.07.06 08:56:49										
RED1	V	RED1	Rebate Accruals	Bonusrückstellungen	2017.07.06 08:56:49										
RED2	V	RED2	Rebate Accr Total	Bonusrückst. gesamt	2017.07.06 08:56:49										
RENT	V	RENT	Rebate Net Amount	Bonusnettobetrag	2017.07.06 08:56:49										
RES1	V	RES1	Rebate	Rückvergütung Rückst	2017.07.06 08:56:49										
RES2	V	RES2	Rebate PartSettl Rev	BonusteilabrechStor.	2017.07.06 08:56:49										
RETU	V	RETU	RebateTax Trigger US	RebateTax Trigger US	2017.07.06 08:56:49										
RETX	V	RETX	Rebate Tax	Bonussteuer	2017.07.06 08:56:49										
RUTX	V	RUTX	Rebate Tax	Bonussteuer	2017.07.06 08:56:49										
TTX1	V	TTX1	Output Tax	Ausgangssteuer	2017.07.06 08:56:49										
UTXJ	V	UTXJ	Tax Jurisdict.Code	Steuerstandort-Code	2017.07.06 08:56:49										
VTV1	V	VTV1	Target Value - VTV1	Zielwert - VTV1	2017.07.06 08:56:49										
XR1	V	XR1	Tax Jur Code Level 1	SteuerStandCde St. 1	2017.07.06 08:56:49										
XR2	V	XR2	Tax Jur Code Level 2	SteuerStandCde St. 2	2017.07.06 08:56:49										
XR3	V	XR3	Tax Jur Code Level 3	SteuerStandCde St. 3	2017.07.06 08:56:49										
XR4	V	XR4	Tax Jur Code Level 4	SteuerStandCde St. 4	2017.07.06 08:56:49										
XR5	V	XR5	Tax Jur Code Level 5	SteuerStandCde St. 5	2017.07.06 08:56:49										
XR6	V	XR6	Tax Jur Code Level 6	SteuerStandCde St. 6	2017.07.06 08:56:49										
YB01	V	YB01	Special Surcharge	Sonderzuschlag	2017.07.06 08:56:49										
YBHD	V	YBHD	Freight in Delivery	Fracht in Lieferung	2017.07.06 08:56:49										
YK07	V	YK07	Customer Discount	Kundenrabatt	2017.07.06 08:56:49										
YZWR	V	YZWR	Down Pay./Settlement	Anzahlung/Verrechn.	2017.07.06 08:56:49										
