LEGACY_STATUS	STATUS	LANGUA	DESCRP	DI_TIMESTAMP											
36	36	B	חתימה אלקטרונית לא בוצעה - פסק זמן	2018.06.19 05:33:47											
36	36	C	Elektronický podpis neproveden (timeout)	2018.06.19 05:33:47											
36	36	D	Elektronische Unterschrift nicht geleistet (Timeout)	2018.06.19 05:33:47											
36	36	E	Electronic signature not performed (timeout)	2018.06.19 05:33:47											
36	36	F	Signature électronique non apposée (timeout)	2018.06.19 05:33:47											
36	36	G	Ηλεκτρονική υπογραφή μη πραγματοποιημένη (λήξη χρόνου)	2018.06.19 05:33:47											
36	36	H	Nincs elektronikus aláírás (timeout)	2018.06.19 05:33:47											
36	36	I	Firma elettronica non registrata (timeout)	2018.06.19 05:33:47											
36	36	J	電子署名の実行なし (タイムアウト)	2018.06.19 05:33:47											
36	36	K	Digital signatur ikke udført (timeout)	2018.06.19 05:33:47											
36	36	L	Elektroniczny podpis nie wykonany (Timeout)	2018.06.19 05:33:47											
36	36	M	未執行電子簽名 <逾時>	2018.06.19 05:33:47											
36	36	N	Elektronisch onderschrift niet uitgevoerd (timeout)	2018.06.19 05:33:47											
36	36	O	Elektronisk underskrift ikke utført (timeout)	2018.06.19 05:33:47											
36	36	P	Assinatura eletrônica não efetuada (Time out)	2018.06.19 05:33:47											
36	36	Q	Elektronický podpis nevykonaný (timeout)	2018.06.19 05:33:47											
36	36	R	Электронная подпись не выполнена (тайм-аут)	2018.06.19 05:33:47											
36	36	S	Falta firma electrónica (Timeout)	2018.06.19 05:33:47											
36	36	T	Elektronik imza okunamadı (timeout)	2018.06.19 05:33:47											
36	36	U	Digitaalista allekirjoitusta ei saatu (timeout)	2018.06.19 05:33:47											
36	36	V	Ingen elektronisk signatur (timeout)	2018.06.19 05:33:47											
36	36	W	Електронния подпис не е поставен (таймаут)	2018.06.19 05:33:47											
36	36	X	Elektroninis parašas neatliktas (skirtojo laiko pabaiga)	2018.06.19 05:33:47											
36	36	Y	Elektroniskais paraksts nav veikts (taimauts)	2018.06.19 05:33:47											
36	36	c	Firma digital no efectuada (timeout)	2018.06.19 05:33:47											
36	36	d	Elektronski potpis nije izvršen (istek vremena)	2018.06.19 05:33:47											
36	36	늑	TAIS TEDS2*+	2018.06.19 05:33:47											
36	36	닱	[Ĕĺēķţŗŏŋįşċĥē∙Ůŋţēŗşċĥŗįƒţ∙ŋįċĥţ∙ğēĺēįşţēţ∙(Ţįɱēŏűţ)∙∙∙∙∙∙]	2018.06.19 05:33:47											
36	36	묩	इलेक्ट्रॉनिक हस्ताक्षर नहीं किया गया (टाइमआउट)	2018.06.19 05:33:47											
36	36	뱋	Электронды қолтаңба орындалмады (үзіліс)	2018.06.19 05:33:47											
36	36	쁩	Chữ ký điện tử không được thực hiện (hết giờ)	2018.06.19 05:33:47											
37	37	1	添加 IDoc 时出错	2018.06.19 05:33:47											
37	37	2	ข้อผิดพลาดขณะเพิ่ม IDoc	2018.06.19 05:33:47											
37	37	3	IDoc 추가 중 오류 발생	2018.06.19 05:33:47											
37	37	4	Eroare la adăugare IDoc	2018.06.19 05:33:47											
37	37	5	IDoc dodan napačno	2018.06.19 05:33:47											
37	37	6	Greška tijekom dodavanja IDoca	2018.06.19 05:33:47											
37	37	7	Ralat apabila menambah IDoc	2018.06.19 05:33:47											
37	37	8	Помилка при додаванні IDoc	2018.06.19 05:33:47											
37	37	9	IDoc on valesti lisatud	2018.06.19 05:33:47											
37	37	A	حدث خطأ عند إضافة IDoc	2018.06.19 05:33:47											
37	37	B	שגיאה בעת הוספת IDoc	2018.06.19 05:33:47											
37	37	C	IDOC chybně založen	2018.06.19 05:33:47											
37	37	D	IDoc fehlerhaft hinzugefügt	2018.06.19 05:33:47											
37	37	E	Error when adding IDoc	2018.06.19 05:33:47											
37	37	F	Création d'IDOC erronée	2018.06.19 05:33:47											
37	37	G	Λάθος κατά την προσθήκη IDoc	2018.06.19 05:33:47											
37	37	H	IDoc hibásan létrehozva	2018.06.19 05:33:47											
37	37	I	IDoc creato in modo errato	2018.06.19 05:33:47											
37	37	J	IDoc 追加時のエラー	2018.06.19 05:33:47											
37	37	K	IDoc oprettet med fejl	2018.06.19 05:33:47											
37	37	L	IDoc błędnie dołączony	2018.06.19 05:33:47											
37	37	M	新增 IDoc 時發生錯誤	2018.06.19 05:33:47											
37	37	N	IDoc foutief toegevoegd	2018.06.19 05:33:47											
37	37	O	IDOC tilføyd ukorrekt	2018.06.19 05:33:47											
37	37	P	IDoc criado incorretamente	2018.06.19 05:33:47											
37	37	Q	IDOC chybne založený	2018.06.19 05:33:47											
37	37	R	IDoc добавлен с ошибками.	2018.06.19 05:33:47											
37	37	S	IDOC añadido erróneamente	2018.06.19 05:33:47											
37	37	T	IDoc hatalı olarak araya sokuldu	2018.06.19 05:33:47											
37	37	U	IDOC lisätty virheellisesti	2018.06.19 05:33:47											
37	37	V	IDOC felaktigt infogat	2018.06.19 05:33:47											
37	37	W	Грешка при добавяне на IDoc	2018.06.19 05:33:47											
37	37	X	Klaida pridedant „IDOC“	2018.06.19 05:33:47											
37	37	Y	Pievienojot IDoc, radās kļūda	2018.06.19 05:33:47											
37	37	c	IDoc afegit amb errors	2018.06.19 05:33:47											
37	37	d	Greška pri dodavanju IDoc-a	2018.06.19 05:33:47											
37	37	늑	TAIS TEDS2*+	2018.06.19 05:33:47											
37	37	닱	[ĬĎŏċ∙ƒēĥĺēŗĥąƒţ∙ĥįŋžűğēƒüğţ∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙]	2018.06.19 05:33:47											
37	37	묩	IDOC जोड़ते समय त्रुटि	2018.06.19 05:33:47											
37	37	뱋	IDoc қосудағы қате	2018.06.19 05:33:47											
37	37	쁩	Lỗi khi thêm IDoc	2018.06.19 05:33:47											
38	38	1	IDoc 已存档	2018.06.19 05:33:47											
38	38	2	แยกเก็บ IDoc แล้ว	2018.06.19 05:33:47											
38	38	3	IDoc를 아카이브했습니다.	2018.06.19 05:33:47											
38	38	4	IDoc arhivat	2018.06.19 05:33:47											
38	38	5	IDoc arhiviran	2018.06.19 05:33:47											
38	38	6	IDoc arhiviran	2018.06.19 05:33:47											
38	38	7	IDoc diarkib	2018.06.19 05:33:47											
38	38	8	IDoc заархівований	2018.06.19 05:33:47											
38	38	9	IDoc on arhiivitud	2018.06.19 05:33:47											
38	38	A	تمت أرشفة المستند الوسيط	2018.06.19 05:33:47											
38	38	B	תיוק מסמך ביניים	2018.06.19 05:33:47											
38	38	C	IDOC archivován	2018.06.19 05:33:47											
38	38	D	IDoc archiviert	2018.06.19 05:33:47											
38	38	E	IDoc archived	2018.06.19 05:33:47											
38	38	F	IDOC archivé	2018.06.19 05:33:47											
38	38	G	IDoc αρχειοθετημένο	2018.06.19 05:33:47											
38	38	H	IDoc archiválva	2018.06.19 05:33:47											
38	38	I	IDoc archiviato	2018.06.19 05:33:47											
38	38	J	IDOC アーカイブ済	2018.06.19 05:33:47											
38	38	K	IDoc arkiveret	2018.06.19 05:33:47											
38	38	L	IDoc zarchiwizowany	2018.06.19 05:33:47											
38	38	M	IDoc 已歸檔	2018.06.19 05:33:47											
38	38	N	IDoc gearchiveerd	2018.06.19 05:33:47											
38	38	O	IDOC arkivert	2018.06.19 05:33:47											
38	38	P	IDoc arquivado	2018.06.19 05:33:47											
38	38	Q	IDOC archivovaný	2018.06.19 05:33:47											
38	38	R	IDoc архивирован.	2018.06.19 05:33:47											
38	38	S	IDOC archivado	2018.06.19 05:33:47											
38	38	T	IDoc arşivlendi	2018.06.19 05:33:47											
38	38	U	IDOC arkistoitu	2018.06.19 05:33:47											
38	38	V	IDOC arkiverat	2018.06.19 05:33:47											
38	38	W	IDoc архивиран	2018.06.19 05:33:47											
38	38	X	IDOC suarchyvuotas	2018.06.19 05:33:47											
38	38	Y	IDoc ir arhivēts	2018.06.19 05:33:47											
38	38	c	IDoc arxivat	2018.06.19 05:33:47											
38	38	d	IDoc arhiviran	2018.06.19 05:33:47											
38	38	늑	TAIS TEDS2*+	2018.06.19 05:33:47											
38	38	닱	[ĬĎŏċ∙ąŗċĥįʋįēŗţ∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙]	2018.06.19 05:33:47											
38	38	묩	IDoc संग्रहित किया गया	2018.06.19 05:33:47											
38	38	뱋	IDoc мұрағатталды	2018.06.19 05:33:47											
38	38	쁩	IDoc được lưu trữ	2018.06.19 05:33:47											
39	39	1	IDoc 在目标系统中 (ALE 服务)	2018.06.19 05:33:47											
39	39	2	IDoc อยู่ในระบบเป้าหมาย (การบริการ ALE)	2018.06.19 05:33:47											
39	39	3	IDoc가 대상 시스템에 있습니다(ALE 서비스).	2018.06.19 05:33:47											
39	39	4	IDoc este în sistem ţintă (serviciu ALA)	2018.06.19 05:33:47											
39	39	5	IDoc v ciljnem sistemu (ALE-služba)	2018.06.19 05:33:47											
39	39	6	IDoc je u ciljnom sustavu (ALE usluga)	2018.06.19 05:33:47											
39	39	7	IDoc dalam sistem sasaran (perkhidmatan ALE)	2018.06.19 05:33:47											
39	39	8	IDoc у цільовій системі (сервіс ALE)	2018.06.19 05:33:47											
39	39	9	IDoc on sihtsüsteemis (ALE teenus)	2018.06.19 05:33:47											
39	39	A	المستند الوسيط في النظام الهدف (خدمة ALE)	2018.06.19 05:33:47											
39	39	B	IDoc במערכת היעד - שירות ALE	2018.06.19 05:33:47											
39	39	C	IDOC v cílovém systému (služba ALE)	2018.06.19 05:33:47											
39	39	D	IDoc im Zielsystem (ALE-Dienst)	2018.06.19 05:33:47											
39	39	E	IDoc is in the target system (ALE service)	2018.06.19 05:33:47											
39	39	F	IDoc dans système cible (service ALE)	2018.06.19 05:33:47											
39	39	G	IDoc βρίσκεται σε σύστημα στόχο (υπηρεσία ALE)	2018.06.19 05:33:47											
39	39	H	IDoc a célrendszerben (ALE-szolgálat)	2018.06.19 05:33:47											
39	39	I	Confermata ricezione del sistema di dest. (servizio ALE)	2018.06.19 05:33:47											
39	39	J	IDOC は対象システムにあります (ALE サービス)	2018.06.19 05:33:47											
39	39	K	IDoc i målsystem (ALE-funktionalitet)	2018.06.19 05:33:47											
39	39	L	IDoc w systemie docelowym (obsługa ALE)	2018.06.19 05:33:47											
39	39	M	IDoc 位於目標系統﹝ALE 服務﹞	2018.06.19 05:33:47											
39	39	N	IDoc in doelsysteem (ALE-service)	2018.06.19 05:33:47											
39	39	O	IDOC i målsystemet (ALE-tjeneste)	2018.06.19 05:33:47											
39	39	P	IDoc no sistema de destino (serviço ALE)	2018.06.19 05:33:47											
39	39	Q	IDoc v cieľovom systéme (služba ALE)	2018.06.19 05:33:47											
39	39	R	Прием целевой системой подтвержден (ALE-служба)	2018.06.19 05:33:47											
39	39	S	IDOC en sistema destino (servicio ALE)	2018.06.19 05:33:47											
39	39	T	Hedef sistemde IDoc (ALE hizmeti)	2018.06.19 05:33:47											
39	39	U	IDOC kohdejärjestelmässä (ALE-palvelu)	2018.06.19 05:33:47											
39	39	V	IDOC i målsystem (ALE-tjänst)	2018.06.19 05:33:47											
39	39	W	IDoc е в целевата система (ALE услуга)	2018.06.19 05:33:47											
39	39	X	IDOC yra tikslinėje sistemoje (ALE paslauga)	2018.06.19 05:33:47											
39	39	Y	IDoc atrodas mērķa sistēmā (ALE pakalpojums)	2018.06.19 05:33:47											
39	39	c	IDoc al sistema destí (servei ALE)	2018.06.19 05:33:47											
39	39	d	IDoc je u ciljnom sistemu (ALE usluga)	2018.06.19 05:33:47											
39	39	늑	TAIS TEDS2*+	2018.06.19 05:33:47											
39	39	닱	[ĬĎŏċ∙įɱ∙Żįēĺşŷşţēɱ∙(ĀĻĔ-Ďįēŋşţ)∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙]	2018.06.19 05:33:47											
39	39	묩	IDOC लक्ष्य सिस्टम मैं है (ALE सेवा )	2018.06.19 05:33:47											
39	39	뱋	IDoc мақсатты жүйеде емес (ALE қызметі)	2018.06.19 05:33:47											
39	39	쁩	IDoc trong hệ thống đích (dịch vụ ALE)	2018.06.19 05:33:47											
40	40	1	目标系统中未创建申请文件	2018.06.19 05:33:47											
40	40	2	เอกสารระบบงานไม่ได้สร้างในระบบเป้าหมาย	2018.06.19 05:33:47											
40	40	3	대상 시스템에서 어플리케이션 문서를 생성하지 않았습니다.	2018.06.19 05:33:47											
40	40	4	Document aplicaţie necreat în sistem ţintă	2018.06.19 05:33:47											
40	40	5	Ni kreiran dokument aplikacije v ciljnem sistemu	2018.06.19 05:33:47											
40	40	6	Dokument aplikacije nije kreiran u ciljnom sustavu	2018.06.19 05:33:47											
40	40	7	Dokumen aplikasi tidak dicipta dalam sistem sasaran	2018.06.19 05:33:47											
40	40	8	Документ застосунку не створений у цільовій системі	2018.06.19 05:33:47											
40	40	9	Rakendusedokumenti ei loodud sihtsüsteemis	2018.06.19 05:33:47											
40	40	A	لم يتم إنشاء مستند التطبيق في النظام الهدف	2018.06.19 05:33:47											
40	40	B	מסמך יישום לא נוצר במערכת יעד	2018.06.19 05:33:47											
40	40	C	Aplikační doklad nebyl v cílovém systému vygenerován	2018.06.19 05:33:47											
40	40	D	Anwendungsbeleg im Zielsystem nicht erzeugt	2018.06.19 05:33:47											
40	40	E	Application document not created in target system	2018.06.19 05:33:47											
40	40	F	Document d'application non généré dans le système cible	2018.06.19 05:33:47											
40	40	G	Εγγραφή εφαρμογής δε δημιουργήθηκε σε σύστημα στόχο	2018.06.19 05:33:47											
40	40	H	Alkalmazási bizonylat a célrendszerben nincs létrehozva	2018.06.19 05:33:47											
40	40	I	Doc. applicazione non creato nel sistema di destinazione	2018.06.19 05:33:47											
40	40	J	対象システムで登録されないアプリケーション文書	2018.06.19 05:33:47											
40	40	K	Applikationsbilag ikke genereret i målsystem	2018.06.19 05:33:47											
40	40	L	Dokument aplikacji w systemie docelowym nie wygenerowany	2018.06.19 05:33:47											
40	40	M	目標系統未建立應用程式文件	2018.06.19 05:33:47											
40	40	N	Applicatiedocument in doelsyseem niet gegenereerd	2018.06.19 05:33:47											
40	40	O	Applikasjonsdokument ikke generert i målsystemet	2018.06.19 05:33:47											
40	40	P	Documento de aplicação não foi gerado no sistema de destino	2018.06.19 05:33:47											
40	40	Q	Aplikačný doklad v cieľom systéme nevygenerovaný	2018.06.19 05:33:47											
40	40	R	Документ приложения не создан в целевой системе	2018.06.19 05:33:47											
40	40	S	Documento de aplicación no creado en sistema destino	2018.06.19 05:33:47											
40	40	T	Hedef sistemde uygulama belgesi yaratılmadı	2018.06.19 05:33:47											
40	40	U	Sovellustositetta ei ole luotu kohdejärjestelmässä	2018.06.19 05:33:47											
40	40	V	Applikationsdokument ej genererat i målsystemet	2018.06.19 05:33:47											
40	40	W	Документ на приложението не е създаден в целевата система	2018.06.19 05:33:47											
40	40	X	Taikomosios programos dokumentas nesukurtas tikslinėje sist.	2018.06.19 05:33:47											
40	40	Y	Lietojumprogrammas dokuments mērķa sistēmā nav izveidots	2018.06.19 05:33:47											
40	40	c	Document d'aplicació al sistema destí no creat	2018.06.19 05:33:47											
40	40	d	Aplikacijski dokument nije kreiran u ciljnom sistemu	2018.06.19 05:33:47											
40	40	늑	TAIS TEDS2*+	2018.06.19 05:33:47											
40	40	닱	[Āŋŵēŋƌűŋğşƃēĺēğ∙įɱ∙Żįēĺşŷşţēɱ∙ŋįċĥţ∙ēŗžēűğţ∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙]	2018.06.19 05:33:47											
40	40	묩	एप्लिकेशन दस्तावेज़ लक्ष्य सिस्टम में नहीं बनाया गया	2018.06.19 05:33:47											
40	40	뱋	Қолданба құжаты мақсатты жүйеде жасалмады	2018.06.19 05:33:47											
40	40	쁩	Tài liệu ứng dụng không được tạo ở hệ thống đích	2018.06.19 05:33:47											
41	41	1	目标系统中已创建申请文件	2018.06.19 05:33:47											
41	41	2	เอกสารระบบงานถูกสร้างในระบบเป้าหมาย	2018.06.19 05:33:47											
41	41	3	대상 시스템에서 어플리케이션 문서를 생성했습니다.	2018.06.19 05:33:47											
41	41	4	Document aplicaţie creat în sistem ţintă	2018.06.19 05:33:47											
41	41	5	Kreiran dokument aplikacije v ciljnem sistemu	2018.06.19 05:33:47											
41	41	6	Dokument aplikacije kreiran u ciljnom sustavu	2018.06.19 05:33:47											
41	41	7	Dokumen aplikasi dicipta dalam sistem sasaran	2018.06.19 05:33:47											
41	41	8	Документ застосунку створений у цільовій системі	2018.06.19 05:33:47											
41	41	9	Rakendusedokument on sihtsüsteemis loodud	2018.06.19 05:33:47											
41	41	A	تم إنشاء مستند التطبيق في النظام الهدف	2018.06.19 05:33:47											
41	41	B	מסמך יישום נוצר במערכת יעד	2018.06.19 05:33:47											
41	41	C	Aplikační doklad byl v cílovém systému vygenerován	2018.06.19 05:33:47											
41	41	D	Anwendungsbeleg im Zielsystem erzeugt	2018.06.19 05:33:47											
41	41	E	Application document created in target system	2018.06.19 05:33:47											
41	41	F	Document d'application généré dans le système cible	2018.06.19 05:33:47											
41	41	G	Εγγραφή εφαρμογής δημιουργήθηκε στο σύστημα στόχος	2018.06.19 05:33:47											
41	41	H	Alkalmazási bizonylat a célrendszerben létrehozva	2018.06.19 05:33:47											
41	41	I	Doc. applicazione creato nel sistema di destinazione	2018.06.19 05:33:47											
41	41	J	対象システムで登録されたアプリケーション文書	2018.06.19 05:33:47											
41	41	K	Applikationsbilag genereret i målsystem	2018.06.19 05:33:47											
41	41	L	Dokument aplikacji w systemie docelowym wygenerowany	2018.06.19 05:33:47											
41	41	M	目標系統已建立應用程式文件	2018.06.19 05:33:47											
41	41	N	Applicatiedocument in doelsysteem gegenereerd	2018.06.19 05:33:47											
41	41	O	Applikasjonsdokument generert i målsystemet	2018.06.19 05:33:47											
41	41	P	Documento aplicação gerado no sistema destino	2018.06.19 05:33:47											
41	41	Q	Aplikačný doklad v cieľovom systéme vygenerovaný	2018.06.19 05:33:47											
41	41	R	Документ приложения создан в целевой системе	2018.06.19 05:33:47											
41	41	S	Documento de aplicación creado en sistema destino	2018.06.19 05:33:47											
41	41	T	Hedef sistemde uygulama belgesi yaratıldı	2018.06.19 05:33:47											
41	41	U	Sovellustosite luotu kohdejärjestelmässä	2018.06.19 05:33:47											
41	41	V	Applikationsdokument genererat i målsystemet	2018.06.19 05:33:47											
41	41	W	Документ на приложението е създаден в целевата система	2018.06.19 05:33:47											
41	41	X	Taikomosios programos dokumentas sukurtas tikslinėje sist.	2018.06.19 05:33:47											
41	41	Y	Lietojumprogrammas dokuments mērķa sistēmā ir izveidots	2018.06.19 05:33:47											
41	41	c	Document d'aplicació al sistema destí creat	2018.06.19 05:33:47											
41	41	d	Aplikacijski dokument kreiran u ciljnom sistemu	2018.06.19 05:33:47											
41	41	늑	TAIS TEDS2*+	2018.06.19 05:33:47											
41	41	닱	[Āŋŵēŋƌűŋğşƃēĺēğ∙įɱ∙Żįēĺşŷşţēɱ∙ēŗžēűğţ∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙]	2018.06.19 05:33:47											
41	41	묩	एप्लिकेशन दस्तावेज़ लक्ष्य सिस्टम में बनाया गया	2018.06.19 05:33:47											
41	41	뱋	Қолданба құжаты мақсатты жүйеде жасалды	2018.06.19 05:33:47											
41	41	쁩	Tài liệu ứng dụng được tạo ở hệ thống đích	2018.06.19 05:33:47											
42	42	1	IDoc 由测试事务创建	2018.06.19 05:33:47											
42	42	2	IDoc ถูกสร้างโดยรายการทดสอบ	2018.06.19 05:33:47											
42	42	3	테스트 트랜잭션에서 IDoc를 생성했습니다.	2018.06.19 05:33:47											
42	42	4	IDoc a fost creat prin tranzacţie test	2018.06.19 05:33:47											
42	42	5	IDoc generiran iz testne transakcije	2018.06.19 05:33:47											
42	42	6	IDoc kreiran iz transakcije probe	2018.06.19 05:33:47											
42	42	7	IDoc telah dicipta oleh transaksi ujian	2018.06.19 05:33:47											
42	42	8	IDoc було створено транзакцією перевірки	2018.06.19 05:33:47											
42	42	9	IDoc on loodud testtoimingu kaudu	2018.06.19 05:33:47											
42	42	A	تم إنشاء المستند الوسيط بواسطة معاملة الاختبار	2018.06.19 05:33:47											
42	42	B	IDoc נוצר ע"י פעולת מבחן	2018.06.19 05:33:47											
42	42	C	IDoc byl vytvořen testovací transakcí	2018.06.19 05:33:47											
42	42	D	IDoc aus Testtransaktion erzeugt	2018.06.19 05:33:47											
42	42	E	IDoc was created by test transaction	2018.06.19 05:33:47											
42	42	F	IDoc créé à partir d'une transaction test	2018.06.19 05:33:47											
42	42	G	IDoc δημιουργήθηκε απο κίνηση δοκιμής	2018.06.19 05:33:47											
42	42	H	IDoc teszttranzakcióból létrehozva	2018.06.19 05:33:47											
42	42	I	IDoc creato dalla transazione test	2018.06.19 05:33:47											
42	42	J	IDOC はテストトランザクションにより登録済	2018.06.19 05:33:47											
42	42	K	IDoc oprettet fra testtransaktion	2018.06.19 05:33:47											
42	42	L	Tworzenie IDoc z transakcji testowej	2018.06.19 05:33:47											
42	42	M	IDoc 已由測試交易建立	2018.06.19 05:33:47											
42	42	N	IDoc uit testtransactie gegenereerd	2018.06.19 05:33:47											
42	42	O	IDoc opprettet fra testtransaksjon	2018.06.19 05:33:47											
42	42	P	IDoc gerado da transação de teste	2018.06.19 05:33:47											
42	42	Q	Idoc bol vytvorený testovacou transakciou	2018.06.19 05:33:47											
42	42	R	IDoc создан из тестовой транзакции	2018.06.19 05:33:47											
42	42	S	IDOC creado a partir de transacción de test	2018.06.19 05:33:47											
42	42	T	IDoc deneme işleminden yaratıldı	2018.06.19 05:33:47											
42	42	U	IDOC luotu testitapahtumasta	2018.06.19 05:33:47											
42	42	V	IDOC genererat från testtranskation	2018.06.19 05:33:47											
42	42	W	IDoc е създаден чрез тестова транзакция	2018.06.19 05:33:47											
42	42	X	IDOC sukurtas naudojant testinę operaciją	2018.06.19 05:33:47											
42	42	Y	IDoc ir izveidots testa transakcijā	2018.06.19 05:33:47											
42	42	c	IDoc creat des de transacció prova	2018.06.19 05:33:47											
42	42	d	IDoc je kreiran probnom transakcijom	2018.06.19 05:33:47											
42	42	늑	TAIS TEDS2*+	2018.06.19 05:33:47											
42	42	닱	[ĬĎŏċ∙ąűş∙Ţēşţţŗąŋşąķţįŏŋ∙ēŗžēűğţ∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙]	2018.06.19 05:33:47											
42	42	묩	IDOC परीक्षण ट्रांज़ेक्शन द्वारा बनाया गया	2018.06.19 05:33:47											
42	42	뱋	IDoc сынақ транзакциясы арқылы жасалды	2018.06.19 05:33:47											
42	42	쁩	IDoc được tạo bởi giao dịch kiểm tra	2018.06.19 05:33:47											
50	50	1	IDoc 已添加	2018.06.19 05:33:47											
50	50	2	เพิ่ม IDoc	2018.06.19 05:33:47											
50	50	3	IDoc를 추가했습니다.	2018.06.19 05:33:47											
50	50	4	IDoc adăugat	2018.06.19 05:33:47											
50	50	5	IDoc dodan	2018.06.19 05:33:47											
50	50	6	IDoc dodan	2018.06.19 05:33:47											
50	50	7	IDoc ditambah	2018.06.19 05:33:47											
50	50	8	IDoc доданий	2018.06.19 05:33:47											
50	50	9	IDoc on lisatud	2018.06.19 05:33:47											
50	50	A	تم إضافة المستند الوسيط	2018.06.19 05:33:47											
50	50	B	IDoc הוסף	2018.06.19 05:33:47											
50	50	C	Mezipoložka založena	2018.06.19 05:33:47											
50	50	D	IDoc hinzugefügt	2018.06.19 05:33:47											
50	50	E	IDoc added	2018.06.19 05:33:47											
50	50	F	IDOC créé	2018.06.19 05:33:47											
50	50	G	IDoc έχει προστεθεί	2018.06.19 05:33:47											
50	50	H	IDoc létrehozva	2018.06.19 05:33:47											
50	50	I	IDoc creato	2018.06.19 05:33:47											
50	50	J	IDOC 追加済	2018.06.19 05:33:47											
50	50	K	IDoc oprettet	2018.06.19 05:33:47											
50	50	L	IDoc dodany	2018.06.19 05:33:47											
50	50	M	新增 IDoc	2018.06.19 05:33:47											
50	50	N	IDoc toegevoegd	2018.06.19 05:33:47											
50	50	O	IDOC tilføyd	2018.06.19 05:33:47											
50	50	P	Idoc criado	2018.06.19 05:33:47											
50	50	Q	IDoc založený	2018.06.19 05:33:47											
50	50	R	IDoc добавлен.	2018.06.19 05:33:47											
50	50	S	IDOC añadido	2018.06.19 05:33:47											
50	50	T	IDoc araya sokuldu	2018.06.19 05:33:47											
50	50	U	IDOC lisätty	2018.06.19 05:33:47											
50	50	V	IDOC skapat	2018.06.19 05:33:47											
50	50	W	IDoc добавен	2018.06.19 05:33:47											
50	50	X	IDOC pridėtas	2018.06.19 05:33:47											
50	50	Y	IDoc ir pievienots	2018.06.19 05:33:47											
50	50	c	IDoc afegit	2018.06.19 05:33:47											
50	50	d	IDoc dodan	2018.06.19 05:33:47											
50	50	늑	TAIS TEDS2*+	2018.06.19 05:33:47											
50	50	닱	[ĬĎŏċ∙ĥįŋžűğēƒüğţ∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙]	2018.06.19 05:33:47											
50	50	묩	IDOC जोड़ा गया	2018.06.19 05:33:47											
50	50	뱋	IDoc қосылды	2018.06.19 05:33:47											
50	50	쁩	IDoc được thêm	2018.06.19 05:33:47											
51	51	1	申请文件未过帐	2018.06.19 05:33:47											
51	51	2	ไม่ได้ผ่านรายการเอกสารของแอพพลิเคชัน	2018.06.19 05:33:47											
51	51	3	어플리케이션 문서를 전기하지 않았습니다.	2018.06.19 05:33:47											
51	51	4	Document aplicaţie neînregistrat	2018.06.19 05:33:47											
51	51	5	Dokument aplikacije ni knjižen	2018.06.19 05:33:47											
51	51	6	Dokument aplikacije nije knjižen	2018.06.19 05:33:47											
51	51	7	Dokumen aplikasi tidak dipos	2018.06.19 05:33:47											
51	51	8	Документ застосунку не проведений	2018.06.19 05:33:47											
51	51	9	Rakendusedokumenti pole kirjendatud	2018.06.19 05:33:47											
51	51	A	لم يتم ترحيل مستند التطبيق	2018.06.19 05:33:47											
51	51	B	מסמך יישום לא נרשם	2018.06.19 05:33:47											
51	51	C	Aplikační doklad nezaúčtován	2018.06.19 05:33:47											
51	51	D	Anwendungsbeleg nicht gebucht	2018.06.19 05:33:47											
51	51	E	Application document not posted	2018.06.19 05:33:47											
51	51	F	Document application n'a pas été enregistré	2018.06.19 05:33:47											
51	51	G	Εγγραφή εφαρμογής δεν καταχωρίστηκαν	2018.06.19 05:33:47											
51	51	H	Alkamazási bizonylat nincs könyvelve	2018.06.19 05:33:47											
51	51	I	Documento appl. non registrato	2018.06.19 05:33:47											
51	51	J	アプリケーション文書が転記されていません	2018.06.19 05:33:47											
51	51	K	Applikationsbilag ikke bogført	2018.06.19 05:33:47											
51	51	L	Dokument aplikacji nie zaksięgowany	2018.06.19 05:33:47											
51	51	M	未登錄應用程式文件	2018.06.19 05:33:47											
51	51	N	Applicatiedocument niet geboekt	2018.06.19 05:33:47											
51	51	O	Applikasjonsdokument ikke kontert	2018.06.19 05:33:47											
51	51	P	Documento de aplicação não gravado	2018.06.19 05:33:47											
51	51	Q	Doklad o aplikácii nezapísaný	2018.06.19 05:33:47											
51	51	R	Документ приложения не проведен.	2018.06.19 05:33:47											
51	51	S	No se ha contabilizado documento de aplicación	2018.06.19 05:33:47											
51	51	T	Uygulma belgesi kaydedilmedi	2018.06.19 05:33:47											
51	51	U	Sovellustositetta ei ole kirjattu	2018.06.19 05:33:47											
51	51	V	Applikationsdokument ej bokat	2018.06.19 05:33:47											
