LEGACY_MAIN_ASSET_NUMBER	COMPANY_CODE	MAIN_ASSET_NUMBER	ASSET_SUBNUMBER	MAIN_ASSET_NUMBER_TXT_GBL	MAIN_ASSET_NUMBER_TXT_LCL	DI_TIMESTAMP									
000000500573	1010	000000500573	0000	MK574	MK574	2017.07.06 08:56:49									
000000500574	1010	000000500574	0000	MK575	MK575	2017.07.06 08:56:49									
000000500575	1010	000000500575	0000	MK576	MK576	2017.07.06 08:56:49									
000000500576	1010	000000500576	0000	MK577	MK577	2017.07.06 08:56:49									
000000500577	1010	000000500577	0000	MK578	MK578	2017.07.06 08:56:49									
000000500116	1010	000000500116	0000	MK117	MK117	2017.07.06 08:56:49									
000000500117	1010	000000500117	0000	MK118	MK118	2017.07.06 08:56:49									
000000500118	1010	000000500118	0000	MK119	MK119	2017.07.06 08:56:49									
000000500119	1010	000000500119	0000	MK120	MK120	2017.07.06 08:56:49									
000000500120	1010	000000500120	0000	MK121	MK121	2017.07.06 08:56:49									
000000500121	1010	000000500121	0000	MK122	MK122	2017.07.06 08:56:49									
000000500122	1010	000000500122	0000	MK123	MK123	2017.07.06 08:56:49									
000000500123	1010	000000500123	0000	MK124	MK124	2017.07.06 08:56:49									
000000500124	1010	000000500124	0000	MK125	MK125	2017.07.06 08:56:49									
000000500125	1010	000000500125	0000	MK126	MK126	2017.07.06 08:56:49									
000000500126	1010	000000500126	0000	MK127	MK127	2017.07.06 08:56:49									
000000500127	1010	000000500127	0000	MK128	MK128	2017.07.06 08:56:49									
000000500128	1010	000000500128	0000	MK129	MK129	2017.07.06 08:56:49									
000000500129	1010	000000500129	0000	MK130	MK130	2017.07.06 08:56:49									
000000500130	1010	000000500130	0000	MK131	MK131	2017.07.06 08:56:49									
000000500131	1010	000000500131	0000	MK132	MK132	2017.07.06 08:56:49									
000000500132	1010	000000500132	0000	MK133	MK133	2017.07.06 08:56:49									
000000500133	1010	000000500133	0000	MK134	MK134	2017.07.06 08:56:49									
000000500598	1010	000000500598	0000	MK599	MK599	2017.07.06 08:56:49									
000000500599	1010	000000500599	0000	MK600	MK600	2017.07.06 08:56:49									
000000500600	1010	000000500600	0000	MK601	MK601	2017.07.06 08:56:49									
000000500601	1010	000000500601	0000	MK602	MK602	2017.07.06 08:56:49									
000000500602	1010	000000500602	0000	MK603	MK603	2017.07.06 08:56:49									
000000500603	1010	000000500603	0000	MK604	MK604	2017.07.06 08:56:49									
000000500604	1010	000000500604	0000	MK605	MK605	2017.07.06 08:56:49									
000000500605	1010	000000500605	0000	MK606	MK606	2017.07.06 08:56:49									
000000500606	1010	000000500606	0000	MK607	MK607	2017.07.06 08:56:49									
000000500360	1010	000000500360	0000	MK361	MK361	2017.07.06 08:56:49									
000000500361	1010	000000500361	0000	MK362	MK362	2017.07.06 08:56:49									
000000500362	1010	000000500362	0000	MK363	MK363	2017.07.06 08:56:49									
000000500363	1010	000000500363	0000	MK364	MK364	2017.07.06 08:56:49									
000000500364	1010	000000500364	0000	MK365	MK365	2017.07.06 08:56:49									
000000500365	1010	000000500365	0000	MK366	MK366	2017.07.06 08:56:49									
000000500366	1010	000000500366	0000	MK367	MK367	2017.07.06 08:56:49									
000000500367	1010	000000500367	0000	MK368	MK368	2017.07.06 08:56:49									
000000500368	1010	000000500368	0000	MK369	MK369	2017.07.06 08:56:49									
000000500369	1010	000000500369	0000	MK370	MK370	2017.07.06 08:56:49									
000000500370	1010	000000500370	0000	MK371	MK371	2017.07.06 08:56:49									
000000500371	1010	000000500371	0000	MK372	MK372	2017.07.06 08:56:49									
000000500372	1010	000000500372	0000	MK373	MK373	2017.07.06 08:56:49									
000000500373	1010	000000500373	0000	MK374	MK374	2017.07.06 08:56:49									
000000500374	1010	000000500374	0000	MK375	MK375	2017.07.06 08:56:49									
000000500375	1010	000000500375	0000	MK376	MK376	2017.07.06 08:56:49									
000000500376	1010	000000500376	0000	MK377	MK377	2017.07.06 08:56:49									
000000500377	1010	000000500377	0000	MK378	MK378	2017.07.06 08:56:49									
000000500378	1010	000000500378	0000	MK379	MK379	2017.07.06 08:56:49									
000000500379	1010	000000500379	0000	MK380	MK380	2017.07.06 08:56:49									
000000500380	1010	000000500380	0000	MK381	MK381	2017.07.06 08:56:49									
000000500310	1010	000000500310	0000	MK311	MK311	2017.07.06 08:56:49									
000000500067	1010	000000500067	0000	MK68	MK68	2017.07.06 08:56:49									
000000500816	1010	000000500816	0000	MK817	MK817	2017.07.06 08:56:49									
000000500388	1010	000000500388	0000	MK389	MK389	2017.07.06 08:56:49									
000000500163	1010	000000500163	0000	MK164	MK164	2017.07.06 08:56:49									
000000500904	1010	000000500904	0000	MK905	MK905	2017.07.06 08:56:49									
000000500191	1010	000000500191	0000	MK192	MK192	2017.07.06 08:56:49									
000000500192	1010	000000500192	0000	MK193	MK193	2017.07.06 08:56:49									
000000500193	1010	000000500193	0000	MK194	MK194	2017.07.06 08:56:49									
000000500194	1010	000000500194	0000	MK195	MK195	2017.07.06 08:56:49									
000000500195	1010	000000500195	0000	MK196	MK196	2017.07.06 08:56:49									
000000500196	1010	000000500196	0000	MK197	MK197	2017.07.06 08:56:49									
000000500197	1010	000000500197	0000	MK198	MK198	2017.07.06 08:56:49									
000000500198	1010	000000500198	0000	MK199	MK199	2017.07.06 08:56:49									
000000500199	1010	000000500199	0000	MK200	MK200	2017.07.06 08:56:49									
000000500200	1010	000000500200	0000	MK201	MK201	2017.07.06 08:56:49									
000000500201	1010	000000500201	0000	MK202	MK202	2017.07.06 08:56:49									
000000500202	1010	000000500202	0000	MK203	MK203	2017.07.06 08:56:49									
000000500203	1010	000000500203	0000	MK204	MK204	2017.07.06 08:56:49									
000000500204	1010	000000500204	0000	MK205	MK205	2017.07.06 08:56:49									
000000500205	1010	000000500205	0000	MK206	MK206	2017.07.06 08:56:49									
000000500206	1010	000000500206	0000	MK207	MK207	2017.07.06 08:56:49									
000000500207	1010	000000500207	0000	MK208	MK208	2017.07.06 08:56:49									
000000500208	1010	000000500208	0000	MK209	MK209	2017.07.06 08:56:49									
000000500209	1010	000000500209	0000	MK210	MK210	2017.07.06 08:56:49									
000000500210	1010	000000500210	0000	MK211	MK211	2017.07.06 08:56:49									
000000500211	1010	000000500211	0000	MK212	MK212	2017.07.06 08:56:49									
000000500212	1010	000000500212	0000	MK213	MK213	2017.07.06 08:56:49									
000000500827	1010	000000500827	0000	MK828	MK828	2017.07.06 08:56:49									
000000500828	1010	000000500828	0000	MK829	MK829	2017.07.06 08:56:49									
000000500829	1010	000000500829	0000	MK830	MK830	2017.07.06 08:56:49									
000000500830	1010	000000500830	0000	MK831	MK831	2017.07.06 08:56:49									
000000500831	1010	000000500831	0000	MK832	MK832	2017.07.06 08:56:49									
000000500832	1010	000000500832	0000	MK833	MK833	2017.07.06 08:56:49									
000000500833	1010	000000500833	0000	MK834	MK834	2017.07.06 08:56:49									
000000500834	1010	000000500834	0000	MK835	MK835	2017.07.06 08:56:49									
000000500835	1010	000000500835	0000	MK836	MK836	2017.07.06 08:56:49									
000000500836	1010	000000500836	0000	MK837	MK837	2017.07.06 08:56:49									
000000500837	1010	000000500837	0000	MK838	MK838	2017.07.06 08:56:49									
000000500838	1010	000000500838	0000	MK839	MK839	2017.07.06 08:56:49									
000000500839	1010	000000500839	0000	MK840	MK840	2017.07.06 08:56:49									
000000500840	1010	000000500840	0000	MK841	MK841	2017.07.06 08:56:49									
000000500841	1010	000000500841	0000	MK842	MK842	2017.07.06 08:56:49									
000000500842	1010	000000500842	0000	MK843	MK843	2017.07.06 08:56:49									
000000500843	1010	000000500843	0000	MK844	MK844	2017.07.06 08:56:49									
000000500844	1010	000000500844	0000	MK845	MK845	2017.07.06 08:56:49									
000000500389	1010	000000500389	0000	MK390	MK390	2017.07.06 08:56:49									
000000500390	1010	000000500390	0000	MK391	MK391	2017.07.06 08:56:49									
000000500391	1010	000000500391	0000	MK392	MK392	2017.07.06 08:56:49									
000000500392	1010	000000500392	0000	MK393	MK393	2017.07.06 08:56:49									
000000500393	1010	000000500393	0000	MK394	MK394	2017.07.06 08:56:49									
000000500394	1010	000000500394	0000	MK395	MK395	2017.07.06 08:56:49									
000000500395	1010	000000500395	0000	MK396	MK396	2017.07.06 08:56:49									
000000500396	1010	000000500396	0000	MK397	MK397	2017.07.06 08:56:49									
000000500397	1010	000000500397	0000	MK398	MK398	2017.07.06 08:56:49									
000000500398	1010	000000500398	0000	MK399	MK399	2017.07.06 08:56:49									
000000500608	1010	000000500608	0000	MK609	MK609	2017.07.06 08:56:49									
000000500609	1010	000000500609	0000	MK610	MK610	2017.07.06 08:56:49									
000000500481	1010	000000500481	0000	MK482	MK482	2017.07.06 08:56:49									
000000500691	1010	000000500691	0000	MK692	MK692	2017.07.06 08:56:49									
000000500692	1010	000000500692	0000	MK693	MK693	2017.07.06 08:56:49									
000000500693	1010	000000500693	0000	MK694	MK694	2017.07.06 08:56:49									
000000500694	1010	000000500694	0000	MK695	MK695	2017.07.06 08:56:49									
000000500695	1010	000000500695	0000	MK696	MK696	2017.07.06 08:56:49									
000000500696	1010	000000500696	0000	MK697	MK697	2017.07.06 08:56:49									
000000500697	1010	000000500697	0000	MK698	MK698	2017.07.06 08:56:49									
000000500698	1010	000000500698	0000	MK699	MK699	2017.07.06 08:56:49									
000000500699	1010	000000500699	0000	MK700	MK700	2017.07.06 08:56:49									
000000500700	1010	000000500700	0000	MK701	MK701	2017.07.06 08:56:49									
000000500701	1010	000000500701	0000	MK702	MK702	2017.07.06 08:56:49									
000000500702	1010	000000500702	0000	MK703	MK703	2017.07.06 08:56:49									
000000500703	1010	000000500703	0000	MK704	MK704	2017.07.06 08:56:49									
000000500704	1010	000000500704	0000	MK705	MK705	2017.07.06 08:56:49									
000000500705	1010	000000500705	0000	MK706	MK706	2017.07.06 08:56:49									
000000500706	1010	000000500706	0000	MK707	MK707	2017.07.06 08:56:49									
000000500707	1010	000000500707	0000	MK708	MK708	2017.07.06 08:56:49									
000000500708	1010	000000500708	0000	MK709	MK709	2017.07.06 08:56:49									
000000500709	1010	000000500709	0000	MK710	MK710	2017.07.06 08:56:49									
000000500710	1010	000000500710	0000	MK711	MK711	2017.07.06 08:56:49									
000000500711	1010	000000500711	0000	MK712	MK712	2017.07.06 08:56:49									
000000500712	1010	000000500712	0000	MK713	MK713	2017.07.06 08:56:49									
000000500713	1010	000000500713	0000	MK714	MK714	2017.07.06 08:56:49									
000000500714	1010	000000500714	0000	MK715	MK715	2017.07.06 08:56:49									
000000500715	1010	000000500715	0000	MK716	MK716	2017.07.06 08:56:49									
000000500716	1010	000000500716	0000	MK717	MK717	2017.07.06 08:56:49									
000000500717	1010	000000500717	0000	MK718	MK718	2017.07.06 08:56:49									
000000500247	1010	000000500247	0000	MK248	MK248	2017.07.06 08:56:49									
000000500248	1010	000000500248	0000	MK249	MK249	2017.07.06 08:56:49									
000000500610	1010	000000500610	0000	MK611	MK611	2017.07.06 08:56:49									
000000500611	1010	000000500611	0000	MK612	MK612	2017.07.06 08:56:49									
000000500612	1010	000000500612	0000	MK613	MK613	2017.07.06 08:56:49									
000000500613	1010	000000500613	0000	MK614	MK614	2017.07.06 08:56:49									
000000500614	1010	000000500614	0000	MK615	MK615	2017.07.06 08:56:49									
000000500615	1010	000000500615	0000	MK616	MK616	2017.07.06 08:56:49									
000000500616	1010	000000500616	0000	MK617	MK617	2017.07.06 08:56:49									
000000500617	1010	000000500617	0000	MK618	MK618	2017.07.06 08:56:49									
000000500618	1010	000000500618	0000	MK619	MK619	2017.07.06 08:56:49									
000000500619	1010	000000500619	0000	MK620	MK620	2017.07.06 08:56:49									
000000500620	1010	000000500620	0000	MK621	MK621	2017.07.06 08:56:49									
000000500621	1010	000000500621	0000	MK622	MK622	2017.07.06 08:56:49									
000000500622	1010	000000500622	0000	MK623	MK623	2017.07.06 08:56:49									
000000500623	1010	000000500623	0000	MK624	MK624	2017.07.06 08:56:49									
000000500624	1010	000000500624	0000	MK625	MK625	2017.07.06 08:56:49									
000000500625	1010	000000500625	0000	MK626	MK626	2017.07.06 08:56:49									
000000500164	1010	000000500164	0000	MK165	MK165	2017.07.06 08:56:49									
000000500165	1010	000000500165	0000	MK166	MK166	2017.07.06 08:56:49									
000000500166	1010	000000500166	0000	MK167	MK167	2017.07.06 08:56:49									
000000500167	1010	000000500167	0000	MK168	MK168	2017.07.06 08:56:49									
000000500168	1010	000000500168	0000	MK169	MK169	2017.07.06 08:56:49									
000000500169	1010	000000500169	0000	MK170	MK170	2017.07.06 08:56:49									
000000500170	1010	000000500170	0000	MK171	MK171	2017.07.06 08:56:49									
000000500171	1010	000000500171	0000	MK172	MK172	2017.07.06 08:56:49									
000000500172	1010	000000500172	0000	MK173	MK173	2017.07.06 08:56:49									
000000500173	1010	000000500173	0000	MK174	MK174	2017.07.06 08:56:49									
000000500174	1010	000000500174	0000	MK175	MK175	2017.07.06 08:56:49									
000000500175	1010	000000500175	0000	MK176	MK176	2017.07.06 08:56:49									
000000500176	1010	000000500176	0000	MK177	MK177	2017.07.06 08:56:49									
000000500177	1010	000000500177	0000	MK178	MK178	2017.07.06 08:56:49									
000000500507	1010	000000500507	0000	MK508	MK508	2017.07.06 08:56:49									
000000500508	1010	000000500508	0000	MK509	MK509	2017.07.06 08:56:49									
000000500509	1010	000000500509	0000	MK510	MK510	2017.07.06 08:56:49									
000000500510	1010	000000500510	0000	MK511	MK511	2017.07.06 08:56:49									
000000500511	1010	000000500511	0000	MK512	MK512	2017.07.06 08:56:49									
000000500512	1010	000000500512	0000	MK513	MK513	2017.07.06 08:56:49									
000000500978	1010	000000500978	0000	MK979	MK979	2017.07.06 08:56:49									
000000500979	1010	000000500979	0000	MK980	MK980	2017.07.06 08:56:49									
000000500980	1010	000000500980	0000	MK981	MK981	2017.07.06 08:56:49									
000000500981	1010	000000500981	0000	MK982	MK982	2017.07.06 08:56:49									
000000500982	1010	000000500982	0000	MK983	MK983	2017.07.06 08:56:49									
000000500018	1010	000000500018	0000	MK19	MK19	2017.07.06 08:56:49									
000000500274	1010	000000500274	0000	MK275	MK275	2017.07.06 08:56:49									
000000500524	1010	000000500524	0000	MK525	MK525	2017.07.06 08:56:49									
000000500774	1010	000000500774	0000	MK775	MK775	2017.07.06 08:56:49									
000000500983	1010	000000500983	0000	MK984	MK984	2017.07.06 08:56:49									
000000500019	1010	000000500019	0000	MK20	MK20	2017.07.06 08:56:49									
000000500020	1010	000000500020	0000	MK21	MK21	2017.07.06 08:56:49									
000000500021	1010	000000500021	0000	MK22	MK22	2017.07.06 08:56:49									
000000500022	1010	000000500022	0000	MK23	MK23	2017.07.06 08:56:49									
000000500023	1010	000000500023	0000	MK24	MK24	2017.07.06 08:56:49									
000000500024	1010	000000500024	0000	MK25	MK25	2017.07.06 08:56:49									
000000500025	1010	000000500025	0000	MK26	MK26	2017.07.06 08:56:49									
000000500026	1010	000000500026	0000	MK27	MK27	2017.07.06 08:56:49									
000000500027	1010	000000500027	0000	MK28	MK28	2017.07.06 08:56:49									
000000500028	1010	000000500028	0000	MK29	MK29	2017.07.06 08:56:49									
000000500029	1010	000000500029	0000	MK30	MK30	2017.07.06 08:56:49									
000000500030	1010	000000500030	0000	MK31	MK31	2017.07.06 08:56:49									
000000500031	1010	000000500031	0000	MK32	MK32	2017.07.06 08:56:49									
000000500032	1010	000000500032	0000	MK33	MK33	2017.07.06 08:56:49									
000000500428	1010	000000500428	0000	MK429	MK429	2017.07.06 08:56:49									
000000500429	1010	000000500429	0000	MK430	MK430	2017.07.06 08:56:49									
000000500430	1010	000000500430	0000	MK431	MK431	2017.07.06 08:56:49									
000000500431	1010	000000500431	0000	MK432	MK432	2017.07.06 08:56:49									
000000500432	1010	000000500432	0000	MK433	MK433	2017.07.06 08:56:49									
000000500433	1010	000000500433	0000	MK434	MK434	2017.07.06 08:56:49									
000000500434	1010	000000500434	0000	MK435	MK435	2017.07.06 08:56:49									
000000500435	1010	000000500435	0000	MK436	MK436	2017.07.06 08:56:49									
000000500934	1010	000000500934	0000	MK935	MK935	2017.07.06 08:56:49									
000000500935	1010	000000500935	0000	MK936	MK936	2017.07.06 08:56:49									
000000500936	1010	000000500936	0000	MK937	MK937	2017.07.06 08:56:49									
000000500937	1010	000000500937	0000	MK938	MK938	2017.07.06 08:56:49									
000000500938	1010	000000500938	0000	MK939	MK939	2017.07.06 08:56:49									
000000500939	1010	000000500939	0000	MK940	MK940	2017.07.06 08:56:49									
000000500940	1010	000000500940	0000	MK941	MK941	2017.07.06 08:56:49									
000000500185	1010	000000500185	0000	MK186	MK186	2017.07.06 08:56:49									
000000500186	1010	000000500186	0000	MK187	MK187	2017.07.06 08:56:49									
000000500187	1010	000000500187	0000	MK188	MK188	2017.07.06 08:56:49									
000000500188	1010	000000500188	0000	MK189	MK189	2017.07.06 08:56:49									
000000500189	1010	000000500189	0000	MK190	MK190	2017.07.06 08:56:49									
000000500190	1010	000000500190	0000	MK191	MK191	2017.07.06 08:56:49									
000000100006	1010	000000100006	0000	Modell Großspeicher Hallen / Container	Modell Großspeicher Hallen / Container	2017.07.06 08:56:49									
000000500513	1010	000000500513	0000	MK514	MK514	2017.07.06 08:56:49									
000000500037	1010	000000500037	0000	MK38	MK38	2017.07.06 08:56:49									
000000500786	1010	000000500786	0000	MK787	MK787	2017.07.06 08:56:49									
000000500340	1010	000000500340	0000	MK341	MK341	2017.07.06 08:56:49									
000000500115	1010	000000500115	0000	MK116	MK116	2017.07.06 08:56:49									
000000500864	1010	000000500864	0000	MK865	MK865	2017.07.06 08:56:49									
000000500436	1010	000000500436	0000	MK437	MK437	2017.07.06 08:56:49									
000000500134	1010	000000500134	0000	MK135	MK135	2017.07.06 08:56:49									
000000500135	1010	000000500135	0000	MK136	MK136	2017.07.06 08:56:49									
000000500136	1010	000000500136	0000	MK137	MK137	2017.07.06 08:56:49									
000000500137	1010	000000500137	0000	MK138	MK138	2017.07.06 08:56:49									
000000500138	1010	000000500138	0000	MK139	MK139	2017.07.06 08:56:49									
000000500139	1010	000000500139	0000	MK140	MK140	2017.07.06 08:56:49									
000000500140	1010	000000500140	0000	MK141	MK141	2017.07.06 08:56:49									
000000500141	1010	000000500141	0000	MK142	MK142	2017.07.06 08:56:49									
000000500142	1010	000000500142	0000	MK143	MK143	2017.07.06 08:56:49									
000000500358	1010	000000500358	0000	MK359	MK359	2017.07.06 08:56:49									
000000500865	1010	000000500865	0000	MK866	MK866	2017.07.06 08:56:49									
000000500866	1010	000000500866	0000	MK867	MK867	2017.07.06 08:56:49									
000000500867	1010	000000500867	0000	MK868	MK868	2017.07.06 08:56:49									
000000500868	1010	000000500868	0000	MK869	MK869	2017.07.06 08:56:49									
000000500869	1010	000000500869	0000	MK870	MK870	2017.07.06 08:56:49									
000000500870	1010	000000500870	0000	MK871	MK871	2017.07.06 08:56:49									
000000500871	1010	000000500871	0000	MK872	MK872	2017.07.06 08:56:49									
000000500872	1010	000000500872	0000	MK873	MK873	2017.07.06 08:56:49									
000000500873	1010	000000500873	0000	MK874	MK874	2017.07.06 08:56:49									
000000500874	1010	000000500874	0000	MK875	MK875	2017.07.06 08:56:49									
000000500875	1010	000000500875	0000	MK876	MK876	2017.07.06 08:56:49									
000000500876	1010	000000500876	0000	MK877	MK877	2017.07.06 08:56:49									
000000500877	1010	000000500877	0000	MK878	MK878	2017.07.06 08:56:49									
000000500878	1010	000000500878	0000	MK879	MK879	2017.07.06 08:56:49									
000000500879	1010	000000500879	0000	MK880	MK880	2017.07.06 08:56:49									
000000500880	1010	000000500880	0000	MK881	MK881	2017.07.06 08:56:49									
000000500881	1010	000000500881	0000	MK882	MK882	2017.07.06 08:56:49									
000000500882	1010	000000500882	0000	MK883	MK883	2017.07.06 08:56:49									
000000500883	1010	000000500883	0000	MK884	MK884	2017.07.06 08:56:49									
000000500884	1010	000000500884	0000	MK885	MK885	2017.07.06 08:56:49									
000000500381	1010	000000500381	0000	MK382	MK382	2017.07.06 08:56:49									
000000500382	1010	000000500382	0000	MK383	MK383	2017.07.06 08:56:49									
000000500383	1010	000000500383	0000	MK384	MK384	2017.07.06 08:56:49									
000000500384	1010	000000500384	0000	MK385	MK385	2017.07.06 08:56:49									
000000500385	1010	000000500385	0000	MK386	MK386	2017.07.06 08:56:49									
000000500386	1010	000000500386	0000	MK387	MK387	2017.07.06 08:56:49									
000000500387	1010	000000500387	0000	MK388	MK388	2017.07.06 08:56:49									
000000500894	1010	000000500894	0000	MK895	MK895	2017.07.06 08:56:49									
000000500895	1010	000000500895	0000	MK896	MK896	2017.07.06 08:56:49									
000000500896	1010	000000500896	0000	MK897	MK897	2017.07.06 08:56:49									
000000500897	1010	000000500897	0000	MK898	MK898	2017.07.06 08:56:49									
000000500898	1010	000000500898	0000	MK899	MK899	2017.07.06 08:56:49									
000000500143	1010	000000500143	0000	MK144	MK144	2017.07.06 08:56:49									
000000500399	1010	000000500399	0000	MK400	MK400	2017.07.06 08:56:49									
000000500649	1010	000000500649	0000	MK650	MK650	2017.07.06 08:56:49									
000000500899	1010	000000500899	0000	MK900	MK900	2017.07.06 08:56:49									
000000500144	1010	000000500144	0000	MK145	MK145	2017.07.06 08:56:49									
000000500145	1010	000000500145	0000	MK146	MK146	2017.07.06 08:56:49									
000000500146	1010	000000500146	0000	MK147	MK147	2017.07.06 08:56:49									
000000500147	1010	000000500147	0000	MK148	MK148	2017.07.06 08:56:49									
000000500148	1010	000000500148	0000	MK149	MK149	2017.07.06 08:56:49									
000000500149	1010	000000500149	0000	MK150	MK150	2017.07.06 08:56:49									
000000500150	1010	000000500150	0000	MK151	MK151	2017.07.06 08:56:49									
000000500151	1010	000000500151	0000	MK152	MK152	2017.07.06 08:56:49									
000000500152	1010	000000500152	0000	MK153	MK153	2017.07.06 08:56:49									
000000500153	1010	000000500153	0000	MK154	MK154	2017.07.06 08:56:49									
000000500154	1010	000000500154	0000	MK155	MK155	2017.07.06 08:56:49									
000000500155	1010	000000500155	0000	MK156	MK156	2017.07.06 08:56:49									
000000500156	1010	000000500156	0000	MK157	MK157	2017.07.06 08:56:49									
000000500157	1010	000000500157	0000	MK158	MK158	2017.07.06 08:56:49									
