LEGACY_MAIN_ASSET_NUMBER	COMPANY_CODE	MAIN_ASSET_NUMBER	MAIN_ASSET_NUMBER_TXT_GBL	MAIN_ASSET_NUMBER_TXT_LCL	DI_TIMESTAMP										
000000500782	1010	000000500782	MK783	MK783	2017.07.06 08:56:49										
000000500783	1010	000000500783	MK784	MK784	2017.07.06 08:56:49										
000000500784	1010	000000500784	MK785	MK785	2017.07.06 08:56:49										
000000500785	1010	000000500785	MK786	MK786	2017.07.06 08:56:49										
000000500786	1010	000000500786	MK787	MK787	2017.07.06 08:56:49										
000000500787	1010	000000500787	MK788	MK788	2017.07.06 08:56:49										
000000500788	1010	000000500788	MK789	MK789	2017.07.06 08:56:49										
000000500789	1010	000000500789	MK790	MK790	2017.07.06 08:56:49										
000000500790	1010	000000500790	MK791	MK791	2017.07.06 08:56:49										
000000500791	1010	000000500791	MK792	MK792	2017.07.06 08:56:49										
000000500792	1010	000000500792	MK793	MK793	2017.07.06 08:56:49										
000000500793	1010	000000500793	MK794	MK794	2017.07.06 08:56:49										
000000500794	1010	000000500794	MK795	MK795	2017.07.06 08:56:49										
000000500795	1010	000000500795	MK796	MK796	2017.07.06 08:56:49										
000000500796	1010	000000500796	MK797	MK797	2017.07.06 08:56:49										
000000500797	1010	000000500797	MK798	MK798	2017.07.06 08:56:49										
000000500798	1010	000000500798	MK799	MK799	2017.07.06 08:56:49										
000000500799	1010	000000500799	MK800	MK800	2017.07.06 08:56:49										
000000500800	1010	000000500800	MK801	MK801	2017.07.06 08:56:49										
000000500801	1010	000000500801	MK802	MK802	2017.07.06 08:56:49										
000000500802	1010	000000500802	MK803	MK803	2017.07.06 08:56:49										
000000500803	1010	000000500803	MK804	MK804	2017.07.06 08:56:49										
000000500804	1010	000000500804	MK805	MK805	2017.07.06 08:56:49										
000000500805	1010	000000500805	MK806	MK806	2017.07.06 08:56:49										
000000500806	1010	000000500806	MK807	MK807	2017.07.06 08:56:49										
000000500807	1010	000000500807	MK808	MK808	2017.07.06 08:56:49										
000000500808	1010	000000500808	MK809	MK809	2017.07.06 08:56:49										
000000500809	1010	000000500809	MK810	MK810	2017.07.06 08:56:49										
000000500810	1010	000000500810	MK811	MK811	2017.07.06 08:56:49										
000000500811	1010	000000500811	MK812	MK812	2017.07.06 08:56:49										
000000500812	1010	000000500812	MK813	MK813	2017.07.06 08:56:49										
000000500813	1010	000000500813	MK814	MK814	2017.07.06 08:56:49										
000000500814	1010	000000500814	MK815	MK815	2017.07.06 08:56:49										
000000500815	1010	000000500815	MK816	MK816	2017.07.06 08:56:49										
000000500816	1010	000000500816	MK817	MK817	2017.07.06 08:56:49										
000000500817	1010	000000500817	MK818	MK818	2017.07.06 08:56:49										
000000500818	1010	000000500818	MK819	MK819	2017.07.06 08:56:49										
000000500819	1010	000000500819	MK820	MK820	2017.07.06 08:56:49										
000000500820	1010	000000500820	MK821	MK821	2017.07.06 08:56:49										
000000500821	1010	000000500821	MK822	MK822	2017.07.06 08:56:49										
000000500822	1010	000000500822	MK823	MK823	2017.07.06 08:56:49										
000000500823	1010	000000500823	MK824	MK824	2017.07.06 08:56:49										
000000500824	1010	000000500824	MK825	MK825	2017.07.06 08:56:49										
000000500825	1010	000000500825	MK826	MK826	2017.07.06 08:56:49										
000000500826	1010	000000500826	MK827	MK827	2017.07.06 08:56:49										
000000500827	1010	000000500827	MK828	MK828	2017.07.06 08:56:49										
000000500828	1010	000000500828	MK829	MK829	2017.07.06 08:56:49										
000000500829	1010	000000500829	MK830	MK830	2017.07.06 08:56:49										
000000500830	1010	000000500830	MK831	MK831	2017.07.06 08:56:49										
000000500831	1010	000000500831	MK832	MK832	2017.07.06 08:56:49										
000000500832	1010	000000500832	MK833	MK833	2017.07.06 08:56:49										
000000500833	1010	000000500833	MK834	MK834	2017.07.06 08:56:49										
000000500834	1010	000000500834	MK835	MK835	2017.07.06 08:56:49										
000000500835	1010	000000500835	MK836	MK836	2017.07.06 08:56:49										
000000500836	1010	000000500836	MK837	MK837	2017.07.06 08:56:49										
000000500837	1010	000000500837	MK838	MK838	2017.07.06 08:56:49										
000000500838	1010	000000500838	MK839	MK839	2017.07.06 08:56:49										
000000500839	1010	000000500839	MK840	MK840	2017.07.06 08:56:49										
000000500840	1010	000000500840	MK841	MK841	2017.07.06 08:56:49										
000000500841	1010	000000500841	MK842	MK842	2017.07.06 08:56:49										
000000500842	1010	000000500842	MK843	MK843	2017.07.06 08:56:49										
000000500843	1010	000000500843	MK844	MK844	2017.07.06 08:56:49										
000000500844	1010	000000500844	MK845	MK845	2017.07.06 08:56:49										
000000500845	1010	000000500845	MK846	MK846	2017.07.06 08:56:49										
000000500846	1010	000000500846	MK847	MK847	2017.07.06 08:56:49										
000000500847	1010	000000500847	MK848	MK848	2017.07.06 08:56:49										
000000500848	1010	000000500848	MK849	MK849	2017.07.06 08:56:49										
000000500849	1010	000000500849	MK850	MK850	2017.07.06 08:56:49										
000000500850	1010	000000500850	MK851	MK851	2017.07.06 08:56:49										
000000500851	1010	000000500851	MK852	MK852	2017.07.06 08:56:49										
000000500852	1010	000000500852	MK853	MK853	2017.07.06 08:56:49										
000000500853	1010	000000500853	MK854	MK854	2017.07.06 08:56:49										
000000500854	1010	000000500854	MK855	MK855	2017.07.06 08:56:49										
000000500855	1010	000000500855	MK856	MK856	2017.07.06 08:56:49										
000000500856	1010	000000500856	MK857	MK857	2017.07.06 08:56:49										
000000500857	1010	000000500857	MK858	MK858	2017.07.06 08:56:49										
000000500858	1010	000000500858	MK859	MK859	2017.07.06 08:56:49										
000000500859	1010	000000500859	MK860	MK860	2017.07.06 08:56:49										
000000500860	1010	000000500860	MK861	MK861	2017.07.06 08:56:49										
000000500861	1010	000000500861	MK862	MK862	2017.07.06 08:56:49										
000000500862	1010	000000500862	MK863	MK863	2017.07.06 08:56:49										
000000500863	1010	000000500863	MK864	MK864	2017.07.06 08:56:49										
000000500864	1010	000000500864	MK865	MK865	2017.07.06 08:56:49										
000000500865	1010	000000500865	MK866	MK866	2017.07.06 08:56:49										
000000500866	1010	000000500866	MK867	MK867	2017.07.06 08:56:49										
000000500867	1010	000000500867	MK868	MK868	2017.07.06 08:56:49										
000000500868	1010	000000500868	MK869	MK869	2017.07.06 08:56:49										
000000500869	1010	000000500869	MK870	MK870	2017.07.06 08:56:49										
000000500870	1010	000000500870	MK871	MK871	2017.07.06 08:56:49										
000000500871	1010	000000500871	MK872	MK872	2017.07.06 08:56:49										
000000500872	1010	000000500872	MK873	MK873	2017.07.06 08:56:49										
000000500873	1010	000000500873	MK874	MK874	2017.07.06 08:56:49										
000000500874	1010	000000500874	MK875	MK875	2017.07.06 08:56:49										
000000500875	1010	000000500875	MK876	MK876	2017.07.06 08:56:49										
000000500876	1010	000000500876	MK877	MK877	2017.07.06 08:56:49										
000000500877	1010	000000500877	MK878	MK878	2017.07.06 08:56:49										
000000500878	1010	000000500878	MK879	MK879	2017.07.06 08:56:49										
000000500879	1010	000000500879	MK880	MK880	2017.07.06 08:56:49										
000000500880	1010	000000500880	MK881	MK881	2017.07.06 08:56:49										
000000500881	1010	000000500881	MK882	MK882	2017.07.06 08:56:49										
000000500882	1010	000000500882	MK883	MK883	2017.07.06 08:56:49										
000000500883	1010	000000500883	MK884	MK884	2017.07.06 08:56:49										
000000500884	1010	000000500884	MK885	MK885	2017.07.06 08:56:49										
000000500885	1010	000000500885	MK886	MK886	2017.07.06 08:56:49										
000000500886	1010	000000500886	MK887	MK887	2017.07.06 08:56:49										
000000500887	1010	000000500887	MK888	MK888	2017.07.06 08:56:49										
000000500888	1010	000000500888	MK889	MK889	2017.07.06 08:56:49										
000000500889	1010	000000500889	MK890	MK890	2017.07.06 08:56:49										
000000500890	1010	000000500890	MK891	MK891	2017.07.06 08:56:49										
000000500891	1010	000000500891	MK892	MK892	2017.07.06 08:56:49										
000000500892	1010	000000500892	MK893	MK893	2017.07.06 08:56:49										
000000500893	1010	000000500893	MK894	MK894	2017.07.06 08:56:49										
000000500894	1010	000000500894	MK895	MK895	2017.07.06 08:56:49										
000000500895	1010	000000500895	MK896	MK896	2017.07.06 08:56:49										
000000500896	1010	000000500896	MK897	MK897	2017.07.06 08:56:49										
000000500897	1010	000000500897	MK898	MK898	2017.07.06 08:56:49										
000000500898	1010	000000500898	MK899	MK899	2017.07.06 08:56:49										
000000500899	1010	000000500899	MK900	MK900	2017.07.06 08:56:49										
000000500900	1010	000000500900	MK901	MK901	2017.07.06 08:56:49										
000000500901	1010	000000500901	MK902	MK902	2017.07.06 08:56:49										
000000500902	1010	000000500902	MK903	MK903	2017.07.06 08:56:49										
000000500903	1010	000000500903	MK904	MK904	2017.07.06 08:56:49										
000000500904	1010	000000500904	MK905	MK905	2017.07.06 08:56:49										
000000500905	1010	000000500905	MK906	MK906	2017.07.06 08:56:49										
000000500906	1010	000000500906	MK907	MK907	2017.07.06 08:56:49										
000000500907	1010	000000500907	MK908	MK908	2017.07.06 08:56:49										
000000500908	1010	000000500908	MK909	MK909	2017.07.06 08:56:49										
000000500909	1010	000000500909	MK910	MK910	2017.07.06 08:56:49										
000000500910	1010	000000500910	MK911	MK911	2017.07.06 08:56:49										
000000500911	1010	000000500911	MK912	MK912	2017.07.06 08:56:49										
000000500912	1010	000000500912	MK913	MK913	2017.07.06 08:56:49										
000000500913	1010	000000500913	MK914	MK914	2017.07.06 08:56:49										
000000500914	1010	000000500914	MK915	MK915	2017.07.06 08:56:49										
000000500915	1010	000000500915	MK916	MK916	2017.07.06 08:56:49										
000000500916	1010	000000500916	MK917	MK917	2017.07.06 08:56:49										
000000500917	1010	000000500917	MK918	MK918	2017.07.06 08:56:49										
000000500918	1010	000000500918	MK919	MK919	2017.07.06 08:56:49										
000000500919	1010	000000500919	MK920	MK920	2017.07.06 08:56:49										
000000500920	1010	000000500920	MK921	MK921	2017.07.06 08:56:49										
000000500921	1010	000000500921	MK922	MK922	2017.07.06 08:56:49										
000000500922	1010	000000500922	MK923	MK923	2017.07.06 08:56:49										
000000500923	1010	000000500923	MK924	MK924	2017.07.06 08:56:49										
000000500924	1010	000000500924	MK925	MK925	2017.07.06 08:56:49										
000000500925	1010	000000500925	MK926	MK926	2017.07.06 08:56:49										
000000500926	1010	000000500926	MK927	MK927	2017.07.06 08:56:49										
000000500927	1010	000000500927	MK928	MK928	2017.07.06 08:56:49										
000000500928	1010	000000500928	MK929	MK929	2017.07.06 08:56:49										
000000500929	1010	000000500929	MK930	MK930	2017.07.06 08:56:49										
000000500930	1010	000000500930	MK931	MK931	2017.07.06 08:56:49										
000000500931	1010	000000500931	MK932	MK932	2017.07.06 08:56:49										
000000500932	1010	000000500932	MK933	MK933	2017.07.06 08:56:49										
000000500933	1010	000000500933	MK934	MK934	2017.07.06 08:56:49										
000000500934	1010	000000500934	MK935	MK935	2017.07.06 08:56:49										
000000500935	1010	000000500935	MK936	MK936	2017.07.06 08:56:49										
000000500936	1010	000000500936	MK937	MK937	2017.07.06 08:56:49										
000000500937	1010	000000500937	MK938	MK938	2017.07.06 08:56:49										
000000500938	1010	000000500938	MK939	MK939	2017.07.06 08:56:49										
000000500939	1010	000000500939	MK940	MK940	2017.07.06 08:56:49										
000000500940	1010	000000500940	MK941	MK941	2017.07.06 08:56:49										
000000500941	1010	000000500941	MK942	MK942	2017.07.06 08:56:49										
000000500942	1010	000000500942	MK943	MK943	2017.07.06 08:56:49										
000000500943	1010	000000500943	MK944	MK944	2017.07.06 08:56:49										
000000500944	1010	000000500944	MK945	MK945	2017.07.06 08:56:49										
000000500945	1010	000000500945	MK946	MK946	2017.07.06 08:56:49										
000000500946	1010	000000500946	MK947	MK947	2017.07.06 08:56:49										
000000500947	1010	000000500947	MK948	MK948	2017.07.06 08:56:49										
000000500948	1010	000000500948	MK949	MK949	2017.07.06 08:56:49										
000000500949	1010	000000500949	MK950	MK950	2017.07.06 08:56:49										
000000500950	1010	000000500950	MK951	MK951	2017.07.06 08:56:49										
000000500951	1010	000000500951	MK952	MK952	2017.07.06 08:56:49										
000000500952	1010	000000500952	MK953	MK953	2017.07.06 08:56:49										
000000500953	1010	000000500953	MK954	MK954	2017.07.06 08:56:49										
000000500954	1010	000000500954	MK955	MK955	2017.07.06 08:56:49										
000000500955	1010	000000500955	MK956	MK956	2017.07.06 08:56:49										
000000500956	1010	000000500956	MK957	MK957	2017.07.06 08:56:49										
000000500957	1010	000000500957	MK958	MK958	2017.07.06 08:56:49										
000000500958	1010	000000500958	MK959	MK959	2017.07.06 08:56:49										
000000500959	1010	000000500959	MK960	MK960	2017.07.06 08:56:49										
000000500960	1010	000000500960	MK961	MK961	2017.07.06 08:56:49										
000000500961	1010	000000500961	MK962	MK962	2017.07.06 08:56:49										
000000500962	1010	000000500962	MK963	MK963	2017.07.06 08:56:49										
000000500963	1010	000000500963	MK964	MK964	2017.07.06 08:56:49										
000000500964	1010	000000500964	MK965	MK965	2017.07.06 08:56:49										
000000500965	1010	000000500965	MK966	MK966	2017.07.06 08:56:49										
000000500966	1010	000000500966	MK967	MK967	2017.07.06 08:56:49										
000000500967	1010	000000500967	MK968	MK968	2017.07.06 08:56:49										
000000500968	1010	000000500968	MK969	MK969	2017.07.06 08:56:49										
000000500969	1010	000000500969	MK970	MK970	2017.07.06 08:56:49										
000000500970	1010	000000500970	MK971	MK971	2017.07.06 08:56:49										
000000500971	1010	000000500971	MK972	MK972	2017.07.06 08:56:49										
000000500972	1010	000000500972	MK973	MK973	2017.07.06 08:56:49										
000000500973	1010	000000500973	MK974	MK974	2017.07.06 08:56:49										
000000500974	1010	000000500974	MK975	MK975	2017.07.06 08:56:49										
000000500975	1010	000000500975	MK976	MK976	2017.07.06 08:56:49										
000000500976	1010	000000500976	MK977	MK977	2017.07.06 08:56:49										
000000500977	1010	000000500977	MK978	MK978	2017.07.06 08:56:49										
000000500978	1010	000000500978	MK979	MK979	2017.07.06 08:56:49										
000000500979	1010	000000500979	MK980	MK980	2017.07.06 08:56:49										
000000500980	1010	000000500980	MK981	MK981	2017.07.06 08:56:49										
000000500981	1010	000000500981	MK982	MK982	2017.07.06 08:56:49										
000000500982	1010	000000500982	MK983	MK983	2017.07.06 08:56:49										
000000500983	1010	000000500983	MK984	MK984	2017.07.06 08:56:49										
000000500984	1010	000000500984	MK985	MK985	2017.07.06 08:56:49										
000000500985	1010	000000500985	MK986	MK986	2017.07.06 08:56:49										
000000500986	1010	000000500986	MK987	MK987	2017.07.06 08:56:49										
000000500987	1010	000000500987	MK988	MK988	2017.07.06 08:56:49										
000000500988	1010	000000500988	MK989	MK989	2017.07.06 08:56:49										
000000500989	1010	000000500989	MK990	MK990	2017.07.06 08:56:49										
000000500990	1010	000000500990	MK991	MK991	2017.07.06 08:56:49										
000000500991	1010	000000500991	MK992	MK992	2017.07.06 08:56:49										
000000500992	1010	000000500992	MK993	MK993	2017.07.06 08:56:49										
000000500993	1010	000000500993	MK994	MK994	2017.07.06 08:56:49										
000000500994	1010	000000500994	MK995	MK995	2017.07.06 08:56:49										
000000500995	1010	000000500995	MK996	MK996	2017.07.06 08:56:49										
000000500996	1010	000000500996	MK997	MK997	2017.07.06 08:56:49										
000000500997	1010	000000500997	MK998	MK998	2017.07.06 08:56:49										
000000500998	1010	000000500998	MK999	MK999	2017.07.06 08:56:49										
000000500999	1010	000000500999	Test777	Test777	2017.07.06 08:56:49										
000000501000	1010	000000501000	Test LK	Test LK	2017.07.06 08:56:49										
000000501001	1010	000000501001	Test LK	Test LK	2017.07.06 08:56:49										
000000501002	1010	000000501002	Test LK	Test LK	2017.07.06 08:56:49										
000000501003	1010	000000501003	Test LK	Test LK	2017.07.06 08:56:49										
000000501004	1010	000000501004	Test LK	Test LK	2017.07.06 08:56:49										
